customer_id,customer_name,gender,age,city,state,join_date,plan_id,contract_type,internet_service,tenure_months,churn
14338,Sachi Krish,Female,68,Kanpur,Madhya Pradesh,2022-05-13,3,Two-Year,Fiber,46,Yes
14339,Oviya Sood,Female,47,Indore,Madhya Pradesh,2023-05-04,4,Monthly,DSL,48,No
14340,Arunima Sehgal,Male,67,Sasaram,Karnataka,2021-10-31,2,Annual,Fiber,38,No
14341,Yashodhara Gara,Male,37,Patna,Maharashtra,2024-11-22,3,Annual,DSL,52,No
14342,Azad Basu,Male,56,Ballia,Rajasthan,2024-11-27,3,Annual,DSL,11,No
14343,Pranav Nayak,Female,40,Vijayawada,Rajasthan,2021-11-12,4,Monthly,Fiber,46,No
14344,Oscar Prasad,Male,58,Saharanpur,Maharashtra,2021-10-05,1,Two-Year,5G,41,No
14345,Indali Bansal,Male,61,Gandhidham,Karnataka,2022-06-26,4,Annual,None,7,No
14346,Mahika Mani,Male,52,Amritsar,Delhi,2024-03-12,3,Monthly,Fiber,24,No
14347,Riya Bains,Male,40,Agartala,Gujarat,2023-02-28,2,Annual,5G,8,No
14348,Indali Manne,Female,65,Sambalpur,Gujarat,2024-12-04,2,Two-Year,DSL,12,No
14349,Girindra Ahluwalia,Male,56,Thoothukudi,Karnataka,2021-12-22,3,Two-Year,DSL,10,No
14350,Yashoda Modi,Female,40,Saharsa,Rajasthan,2025-03-28,1,Two-Year,,11,Yes
14351,Frederick Anand,Female,54,Tinsukia,Gujarat,2024-05-11,4,Monthly,Fiber,20,Yes
14352,Vinaya Sule,Male,40,Bhiwandi,Tamil Nadu,2021-09-07,3,Monthly,5G,38,No
14353,Lakshmi Batta,Female,56,Dharmavaram,Maharashtra,2021-04-13,3,Annual,Fiber,44,No
14354,Shivani Venkataraman,Female,45,Mango,Gujarat,2025-01-31,3,Monthly,None,23,No
14355,Anya Yadav,Female,36,Bhimavaram,Madhya Pradesh,2021-02-04,4,Annual,Fiber,22,No
14356,Laban Choudhury,Female,66,Rajkot,Madhya Pradesh,2024-09-09,2,Monthly,Fiber,45,No
14357,Orinder Arora,Female,65,Kollam,Rajasthan,2022-06-16,4,Monthly,Fiber,22,No
14358,Falguni Pillai,Female,47,Bokaro,Rajasthan,2022-07-13,3,Annual,5G,39,No
14359,Widisha Baria,Female,38,Jaipur,Tamil Nadu,2024-07-15,2,Monthly,DSL,41,Yes
14360,Chatresh Bose,Male,41,Udupi,Maharashtra,2023-12-13,1,Monthly,None,56,No
14361,Mahika Kapoor,Male,38,Sikar,Tamil Nadu,2023-02-24,3,Two-Year,DSL,3,No
14362,Chanakya Gulati,Female,43,Bikaner,Maharashtra,2021-01-18,2,Annual,Fiber,60,Yes
14363,Max Lala,Female,68,Kanpur,Maharashtra,2024-02-02,2,Annual,5G,35,No
14364,Yatan Vig,Male,67,Pali,Rajasthan,2021-06-01,2,Annual,Fiber,16,No
14365,Vasatika Shere,Male,68,Ajmer,Gujarat,2023-10-13,3,Monthly,Fiber,18,No
14366,Lohit Warrior,Male,53,Bhiwandi,Madhya Pradesh,2023-05-23,1,Monthly,Fiber,13,No
14367,Jeevika Mangat,Male,43,Rajahmundry,Karnataka,2024-12-08,2,Monthly,Fiber,22,No
14368,Neel Sami,Female,50,Ozhukarai,Gujarat,2024-01-13,3,Two-Year,Fiber,55,No
14369,Mohammed Jha,Female,53,Gulbarga,Rajasthan,2024-08-24,2,Monthly,Fiber,9,No
14370,Amaira Cherian,Male,21,Junagadh,Delhi,2024-03-20,4,Annual,Fiber,6,Yes
14371,Darpan Dass,Male,26,Guwahati,Tamil Nadu,2022-07-03,2,Monthly,DSL,47,No
14372,Maya Hans,Male,25,Ambarnath,Rajasthan,2022-01-14,3,Annual,Fiber,9,No
14373,Niharika Din,Male,19,Mysore,Delhi,2022-04-03,2,Monthly,,18,Yes
14374,Aarav Nigam,Female,46,Begusarai,Maharashtra,2021-12-19,2,Annual,Fiber,52,No
14375,Anamika Bora,Male,40,Tadepalligudem,Rajasthan,2022-01-11,4,Two-Year,None,45,No
14376,Michael Goswami,Male,23,Darbhanga,Gujarat,2021-07-27,4,Annual,Fiber,33,No
14377,Oliver Kale,Male,60,Kolhapur,Delhi,2025-05-05,3,Annual,None,38,No
14378,Madhav Loke,Female,53,Proddatur,Delhi,2022-04-05,1,Annual,DSL,51,Yes
14379,Xiti Halder,Female,63,Deoghar,Madhya Pradesh,2024-11-28,1,Annual,5G,58,No
14380,Guneet Subramanian,Female,38,Alwar,Rajasthan,2025-05-02,1,Monthly,Fiber,22,No
14381,Tara Handa,Male,39,Purnia,Delhi,2022-06-14,1,Monthly,Fiber,33,No
14382,Yadavi Chaudhary,Male,26,Chinsurah,Madhya Pradesh,2022-04-30,3,Annual,None,56,No
14383,Ishani Khosla,Male,51,Surat,Madhya Pradesh,2021-05-02,3,Two-Year,DSL,54,No
14384,Aditya Narula,Female,43,Jalna,Maharashtra,2023-03-05,4,Annual,DSL,44,No
14385,Sara Rastogi,Female,18,Kanpur,Madhya Pradesh,2024-02-18,4,Annual,None,29,No
14386,Balhaar Gulati,Male,53,Howrah,Maharashtra,2021-09-08,1,Annual,Fiber,55,No
14387,Pratyush Chacko,Male,61,Bhiwani,Madhya Pradesh,2024-08-15,4,Two-Year,Fiber,57,No
14388,Yashawini Guha,Female,22,Ambala,Madhya Pradesh,2021-02-16,3,Annual,DSL,16,No
14389,Ojas Kar,Male,58,Jammu,Rajasthan,2024-08-15,1,Annual,DSL,4,No
14390,Nicholas Datta,Male,39,Dehradun,Rajasthan,2023-06-15,2,Monthly,5G,36,No
14391,Qushi Hegde,Male,21,Tiruppur,Maharashtra,2025-03-23,2,Monthly,None,10,No
14392,Vansha Sarkar,Female,65,Sangli-Miraj & Kupwad,Delhi,2021-09-02,2,Monthly,Fiber,32,Yes
14393,Maya Mangal,Male,19,Ballia,Tamil Nadu,2022-12-25,4,Two-Year,5G,32,Yes
14394,Yashasvi Sarin,Male,33,Eluru,Gujarat,2021-08-06,1,Monthly,DSL,14,No
14395,Kevin Barad,Male,33,Motihari,Gujarat,2023-02-02,2,Annual,5G,20,No
14396,Yagnesh Bhagat,Male,39,Guntakal,Maharashtra,2024-09-29,1,Two-Year,Fiber,18,No
14397,Maya Dara,Female,60,Vasai-Virar,Delhi,2024-08-30,3,Two-Year,DSL,3,No
14398,Anvi Maharaj,Female,18,Berhampur,Rajasthan,2022-08-27,2,Annual,Fiber,6,No
14399,Yashodhara Guha,Female,32,Kulti,Rajasthan,2021-10-17,2,Monthly,DSL,18,No
14400,Tanay Loyal,Male,41,Tiruvottiyur,Tamil Nadu,2022-08-25,2,Monthly,Fiber,32,No
14401,Samar Chaudhuri,Female,21,Rewa,Karnataka,2023-09-23,3,Monthly,None,9,Yes
14402,Yamini Pillai,Male,35,Nagpur,Rajasthan,2024-05-05,1,Annual,DSL,26,Yes
14403,Damini Talwar,Female,34,Dhule,Maharashtra,2022-11-27,2,Monthly,DSL,45,No
14404,Yasti Srivastava,Male,24,Solapur,Karnataka,2024-12-10,2,Monthly,None,51,No
14405,Sathvik Devan,Female,67,Gaya,Gujarat,2022-09-02,1,Annual,DSL,42,No
14406,Rehaan Karan,Female,62,Mysore,Gujarat,2021-11-02,4,Monthly,DSL,48,No
14407,Owen Hans,Female,69,Ratlam,Rajasthan,2025-02-10,4,Annual,Fiber,19,Yes
14408,Jason Wali,Male,69,Parbhani,Tamil Nadu,2022-06-20,2,Annual,5G,6,No
14409,Isaiah Vyas,Male,27,Kolhapur,Tamil Nadu,2024-05-28,2,Annual,Fiber,2,No
14410,Baljiwan Bajwa,Male,18,Medininagar,Karnataka,2023-01-27,4,Two-Year,5G,28,No
14411,Anmol Bhandari,Female,19,Arrah,Rajasthan,2023-10-11,4,Monthly,5G,48,No
14412,Kabir Walia,Male,66,Panchkula,Gujarat,2021-12-20,2,Monthly,Fiber,20,No
14413,Ekbal Verma,Male,39,Nadiad,Tamil Nadu,2023-01-05,1,Monthly,5G,14,Yes
14414,Jhalak Chaudhry,Male,49,Agartala,Tamil Nadu,2021-08-23,4,Annual,DSL,33,No
14415,Anvi Peri,Male,46,Gwalior,Gujarat,2021-11-02,2,Two-Year,DSL,4,No
14416,Ayush Bir,Male,52,Sikar,Rajasthan,2024-02-08,3,Two-Year,,53,Yes
14417,Ishaan Rajan,Male,34,Bareilly,Gujarat,2021-11-10,1,Two-Year,DSL,28,Yes
14418,Yashodhara Rastogi,Female,29,Morbi,Delhi,2023-08-06,2,Annual,None,37,No
14419,Aashi Sem,Female,41,Thane,Madhya Pradesh,2023-11-03,3,Annual,None,42,No
14420,Lopa Murthy,Male,47,Kishanganj,Tamil Nadu,2023-04-07,4,Annual,DSL,30,No
14421,Ekalinga Varma,Female,61,Korba,Karnataka,2021-06-16,3,Monthly,DSL,18,No
14422,Kritika Buch,Female,47,Korba,Rajasthan,2021-02-22,3,Monthly,Fiber,9,No
14423,Gagan Rajagopalan,Male,37,South Dumdum,Maharashtra,2024-04-24,3,Monthly,Fiber,7,No
14424,Yashasvi Agrawal,Male,59,Delhi,Maharashtra,2021-10-03,4,Monthly,DSL,36,Yes
14425,Jagat Chowdhury,Female,24,Gandhinagar,Gujarat,2022-03-23,3,Monthly,Fiber,53,No
14426,Anamika Mangal,Male,59,Orai,Madhya Pradesh,2021-12-18,4,Two-Year,DSL,60,No
14427,Shaurya Setty,Female,67,Pallavaram,Rajasthan,2021-01-10,2,Annual,DSL,15,Yes
14428,Ojasvi Dugar,Female,55,Kumbakonam,Rajasthan,2022-02-14,3,Annual,DSL,27,No
14429,Rayaan Minhas,Female,24,Visakhapatnam,Karnataka,2021-05-27,1,Monthly,DSL,49,No
14430,Bhavna Nagy,Male,66,Raebareli,Delhi,2025-02-09,2,Annual,5G,58,No
14431,Jagdish Guha,Female,47,Bhilai,Tamil Nadu,2023-04-09,4,Annual,Fiber,5,No
14432,Mohammed Vig,Male,29,Bhilai,Delhi,2022-09-22,2,Monthly,DSL,43,No
14433,Parth Reddy,Male,66,Panchkula,Rajasthan,2023-05-02,3,Annual,Fiber,38,No
14434,Leela Bansal,Male,48,Akola,Karnataka,2022-03-04,4,Two-Year,DSL,5,No
14435,Lipika Anand,Male,35,Naihati,Delhi,2022-05-03,3,Annual,DSL,22,Yes
14436,Mason Gade,Male,63,Bhusawal,Gujarat,2025-04-03,2,Monthly,Fiber,23,Yes
14437,Devika Maharaj,Female,60,Surat,Maharashtra,2024-11-01,1,Monthly,Fiber,13,Yes
14438,Chandran Kaul,Male,19,Pallavaram,Gujarat,2024-02-10,2,Monthly,Fiber,6,Yes
14439,Atharv Jhaveri,Male,50,Patna,Tamil Nadu,2022-08-07,2,Two-Year,None,47,Yes
14440,Wriddhish Sawhney,Male,28,Hapur,Gujarat,2022-10-18,3,Two-Year,DSL,45,Yes
14441,Oviya Bains,Male,51,Aligarh,Karnataka,2022-09-08,1,Monthly,DSL,45,No
14442,Nandini Bedi,Male,33,Khandwa,Rajasthan,2021-08-03,3,Annual,None,42,Yes
14443,Chandran Maharaj,Female,52,Machilipatnam,Karnataka,2023-09-19,3,Monthly,Fiber,34,No
14444,Forum Dhaliwal,Male,69,Allahabad,Tamil Nadu,2022-05-25,3,Annual,None,2,No
14445,Krish Varkey,Male,50,Guna,Tamil Nadu,2022-05-26,4,Two-Year,DSL,9,No
14446,Onveer Sengupta,Female,38,Ghaziabad,Maharashtra,2021-01-26,3,Annual,5G,22,No
14447,Falak Bhargava,Male,37,Rajkot,Delhi,2021-07-12,1,Monthly,Fiber,26,No
14448,Gunbir Mani,Female,25,Durgapur,Maharashtra,2021-04-13,3,Monthly,Fiber,20,No
14449,Azad Balasubramanian,Female,68,Madurai,Gujarat,2024-05-13,3,Monthly,Fiber,10,No
14450,Finn Mangal,Female,43,Visakhapatnam,Delhi,2022-02-15,1,Two-Year,DSL,21,No
14451,Nisha Dani,Female,50,Kulti,Tamil Nadu,2023-01-15,2,Two-Year,Fiber,60,No
14452,Vidhi Varty,Male,43,Gaya,Karnataka,2021-02-20,3,Two-Year,5G,11,Yes
14453,Avni Sha,Male,54,Panchkula,Gujarat,2024-02-29,2,Monthly,Fiber,53,No
14454,Charvi Contractor,Female,47,Bathinda,Maharashtra,2021-12-09,3,Annual,Fiber,40,No
14455,Edhitha Desai,Female,48,Lucknow,Rajasthan,2024-11-24,3,Monthly,Fiber,21,Yes
14456,Anusha Kamdar,Male,50,Noida,Madhya Pradesh,2021-07-21,4,Monthly,5G,18,Yes
14457,Rachit Dubey,Female,28,Belgaum,Madhya Pradesh,2021-10-27,1,Annual,None,2,No
14458,Madhav Gour,Female,58,Singrauli,Tamil Nadu,2021-05-26,1,Monthly,None,53,No
14459,Bhavya Toor,Female,22,Navi Mumbai,Rajasthan,2023-02-09,2,Monthly,Fiber,36,No
14460,Odika Behl,Male,19,Motihari,Delhi,2022-04-07,4,Monthly,Fiber,29,No
14461,Falak Bava,Female,30,Haldia,Madhya Pradesh,2023-07-05,3,Annual,DSL,50,Yes
14462,Madhavi Sem,Male,35,Visakhapatnam,Delhi,2023-04-04,4,Monthly,DSL,22,No
14463,Ikbal Devi,Male,43,Loni,Karnataka,2022-05-19,1,Monthly,Fiber,16,No
14464,Azad Prakash,Male,42,Delhi,Tamil Nadu,2021-05-31,3,Monthly,5G,24,No
14465,Sneha Dave,Female,61,Haridwar,Tamil Nadu,2024-09-01,3,Monthly,Fiber,2,Yes
14466,Anthony Kulkarni,Female,31,Ujjain,Gujarat,2021-07-18,2,Annual,DSL,31,No
14467,Chandresh Bhat,Male,22,Aurangabad,Gujarat,2022-03-05,4,Two-Year,Fiber,26,No
14468,Ekta Ramesh,Male,59,Bardhaman,Rajasthan,2021-10-30,3,Monthly,DSL,7,Yes
14469,Aarush Prabhakar,Male,69,Visakhapatnam,Delhi,2023-06-23,1,Two-Year,Fiber,36,Yes
14470,Aahana Chatterjee,Female,19,Delhi,Madhya Pradesh,2022-05-13,2,Monthly,None,37,No
14471,Avni Uppal,Female,21,Muzaffarnagar,Madhya Pradesh,2023-06-20,1,Monthly,DSL,18,No
14472,Zarna Ghose,Male,29,Dharmavaram,Maharashtra,2023-03-02,2,Annual,None,27,No
14473,Pranav Kaul,Male,28,Chapra,Delhi,2021-04-15,4,Annual,Fiber,30,No
14474,Garima Golla,Female,21,Danapur,Madhya Pradesh,2021-01-10,2,Monthly,5G,10,No
14475,Radha Doctor,Male,60,Sagar,Gujarat,2023-11-17,4,Monthly,5G,41,Yes
14476,Yatan Handa,Female,26,Gorakhpur,Gujarat,2022-09-03,4,Annual,5G,31,No
14477,Vrishti Gokhale,Female,27,Guntakal,Gujarat,2023-02-08,3,Two-Year,DSL,16,No
14478,Aarini Mani,Male,44,Avadi,Delhi,2021-11-23,4,Two-Year,DSL,19,No
14479,Owen Kala,Male,23,Jalna,Tamil Nadu,2025-02-27,2,Annual,DSL,58,No
14480,Krishna Kothari,Female,32,New Delhi,Rajasthan,2023-06-02,2,Annual,None,49,Yes
14481,Libni Barad,Female,59,Nellore,Maharashtra,2023-06-26,3,Two-Year,Fiber,36,No
14482,Gayathri Ramakrishnan,Female,48,,Maharashtra,2023-01-08,2,Annual,,33,No
14483,Teerth Pau,Female,39,Chandigarh,Gujarat,2021-05-07,4,Two-Year,DSL,6,No
14484,Megha Chakraborty,Female,23,Unnao,Karnataka,2024-02-14,2,Two-Year,Fiber,16,No
14485,Widisha Pathak,Male,50,Solapur,Delhi,2023-07-13,1,Annual,DSL,45,No
14486,Jackson Keer,Female,46,Nagaon,Madhya Pradesh,2021-06-20,1,Monthly,Fiber,4,No
14487,Xavier Lala,Female,38,Gopalpur,Madhya Pradesh,2021-07-31,3,Annual,Fiber,60,Yes
14488,Vrinda Goyal,Female,69,Ambala,Rajasthan,2023-07-13,4,Two-Year,5G,52,No
14489,Vrishti Puri,Male,47,Mathura,Tamil Nadu,2021-07-08,2,Monthly,Fiber,9,Yes
14490,Vasatika Kashyap,Male,38,Raipur,Gujarat,2025-02-22,3,Monthly,Fiber,25,Yes
14491,Ira Pingle,Female,53,Pune,Karnataka,2023-07-22,3,Monthly,Fiber,23,No
14492,Mekhala Kibe,Female,39,,Gujarat,2022-01-22,4,Two-Year,Fiber,4,Yes
14493,Mitesh Varty,Male,63,Khandwa,Karnataka,2023-02-16,3,Annual,None,57,No
14494,Zaid Mahal,Male,37,Katihar,Maharashtra,2023-10-09,1,Monthly,DSL,5,No
14495,Rachana Khatri,Male,39,Surat,Karnataka,2022-12-27,3,Monthly,5G,26,No
14496,Geetika Sama,Male,69,Kirari Suleman Nagar,Maharashtra,2024-02-28,2,Annual,DSL,27,Yes
14497,Mahika Sahni,Female,57,Meerut,Maharashtra,2021-01-23,1,Annual,None,4,No
14498,Maanas Krish,Male,28,Gulbarga,Delhi,2024-04-17,1,Monthly,DSL,21,No
14499,Vincent Soman,Female,64,Jaunpur,Rajasthan,2022-02-05,1,Two-Year,Fiber,25,Yes
14500,Balendra Swaminathan,Female,48,Danapur,Karnataka,2022-05-20,2,Annual,Fiber,11,No
14501,Aarna Ghosh,Male,68,Saharanpur,Tamil Nadu,2023-07-10,4,Annual,DSL,31,No
14502,Saumya Bava,Male,57,Karnal,Tamil Nadu,2024-12-05,3,Two-Year,Fiber,60,No
14503,Kashish Dar,Male,30,Jalgaon,Karnataka,2025-04-05,3,Monthly,Fiber,17,Yes
14504,Isaiah Khatri,Male,35,Allahabad,Rajasthan,2021-11-25,1,Annual,Fiber,7,No
14505,Meghana Toor,Female,39,Purnia,Delhi,2022-04-16,1,Annual,DSL,41,Yes
14506,Aarna Seshadri,Female,34,Katni,Tamil Nadu,2024-12-14,3,Two-Year,DSL,27,No
14507,Hitesh Chokshi,Female,55,Arrah,Gujarat,2022-02-16,2,Monthly,None,49,Yes
14508,Saksham Shanker,Male,42,Ambarnath,Tamil Nadu,2023-01-24,1,Annual,Fiber,51,No
14509,Damyanti Kaur,Female,49,Buxar,Delhi,2021-01-29,1,Annual,Fiber,13,No
14510,Mahika Basu,Male,32,Surat,Maharashtra,2021-09-02,2,Two-Year,DSL,55,No
14511,Zarna Venkataraman,Female,30,Nangloi Jat,Maharashtra,2023-07-27,4,Two-Year,Fiber,31,Yes
14512,Bimala Shan,Male,43,Ramgarh,Maharashtra,2023-04-06,1,Monthly,DSL,4,No
14513,Wyatt Om,Female,67,Jaipur,Delhi,2025-04-17,4,Monthly,DSL,9,No
14514,Zayyan Kakar,Female,28,Jehanabad,Maharashtra,2023-12-20,2,Monthly,DSL,58,No
14515,Indira Swamy,Male,30,Durgapur,Rajasthan,2021-05-19,3,Monthly,DSL,43,Yes
14516,Jyoti Bhalla,Female,50,Gwalior,Maharashtra,2021-12-23,3,Two-Year,Fiber,45,No
14517,Faraj Bhandari,Female,67,Fatehpur,Delhi,2021-07-31,4,Monthly,Fiber,30,No
14518,Watika Ravel,Male,54,Sikar,Gujarat,2024-03-08,1,Monthly,Fiber,24,No
14519,Niharika Nagi,Male,55,Thiruvananthapuram,Tamil Nadu,2024-10-23,3,Two-Year,DSL,48,No
14520,Vrinda Mohanty,Male,18,Navi Mumbai,Delhi,2022-05-01,2,Two-Year,Fiber,42,Yes
14521,Zarna Venkatesh,Male,56,Visakhapatnam,Delhi,2025-02-25,1,Annual,Fiber,4,No
14522,Mugdha Varughese,Male,44,Nangloi Jat,Karnataka,2024-09-21,4,Two-Year,Fiber,3,No
14523,Nidra Doshi,Female,53,Tenali,Maharashtra,2021-06-27,4,Monthly,Fiber,53,No
14524,Waida Sule,Male,49,Nadiad,Madhya Pradesh,2022-05-28,4,Monthly,Fiber,55,No
14525,Ishani Pingle,Female,58,Bokaro,Gujarat,2021-04-23,4,Monthly,Fiber,54,Yes
14526,Yahvi Morar,Female,32,Guntur,Madhya Pradesh,2021-10-10,2,Annual,DSL,39,No
14527,Henry Mandal,Male,48,Ichalkaranji,Karnataka,2024-02-14,3,Monthly,Fiber,29,No
14528,Siya Seshadri,Female,23,Panipat,Gujarat,2022-06-28,4,Monthly,5G,21,Yes
14529,Chanakya Dhillon,Female,42,Gulbarga,Maharashtra,2021-02-10,3,Monthly,DSL,12,Yes
14530,Zarna Mohanty,Male,66,Meerut,Madhya Pradesh,2023-07-21,3,Monthly,DSL,18,No
14531,Jai Narayanan,Female,69,Hyderabad,Maharashtra,2024-04-05,4,Monthly,Fiber,5,Yes
14532,Devansh Chatterjee,Male,35,Hyderabad,Maharashtra,2023-05-05,1,Two-Year,DSL,23,No
14533,Gavin Dugar,Male,39,Kollam,Tamil Nadu,2024-05-29,4,Two-Year,DSL,17,No
14534,Tejas Edwin,Male,48,Bulandshahr,Gujarat,2023-07-15,2,Monthly,Fiber,37,No
14535,Krish Rai,Female,53,Jalna,Gujarat,2021-11-09,1,Monthly,Fiber,52,No
14536,Devansh Baria,Female,26,Bally,Karnataka,2024-10-01,4,Two-Year,5G,60,Yes
14537,Tanveer Char,Female,63,Kulti,Delhi,2022-04-16,3,Monthly,,31,No
14538,Gabriel Wable,Female,20,Ludhiana,Maharashtra,2024-02-29,3,Two-Year,DSL,12,No
14539,Alka Tandon,Male,50,Rampur,Maharashtra,2021-02-17,1,Monthly,5G,55,No
14540,Urmi Bava,Female,44,Bareilly,Madhya Pradesh,2021-05-14,2,Annual,5G,48,No
14541,Raghav Mane,Male,60,Davanagere,Karnataka,2022-06-03,3,Annual,Fiber,48,No
14542,Pranav Mani,Female,18,Gandhinagar,Gujarat,2025-04-29,2,Monthly,DSL,22,No
14543,Zehaan Chana,Female,61,Pali,Tamil Nadu,2023-09-26,3,Monthly,DSL,39,No
14544,Radhika Bera,Female,26,Amritsar,Gujarat,2021-11-13,1,Two-Year,DSL,52,No
14545,Ikbal Jain,Female,22,Mau,Tamil Nadu,2025-01-01,4,Two-Year,5G,45,Yes
14546,Nandini Bir,Female,32,Chittoor,Tamil Nadu,2024-12-29,3,Annual,Fiber,5,No
14547,Chaaya Lad,Male,67,,Gujarat,2021-03-27,1,Two-Year,Fiber,56,Yes
14548,Shravya Iyengar,Female,26,Begusarai,Madhya Pradesh,2023-12-08,1,Two-Year,DSL,51,No
14549,Mohini Mital,Female,62,Bangalore,Maharashtra,2023-10-07,4,Monthly,5G,20,Yes
14550,Jagrati Sur,Female,45,Kottayam,Tamil Nadu,2022-05-05,4,Monthly,5G,59,No
14551,Falak Venkataraman,Female,30,Bhusawal,Madhya Pradesh,2022-02-28,1,Monthly,Fiber,16,No
14552,Nidhi Shenoy,Male,41,Hyderabad,Karnataka,2022-01-22,3,Monthly,DSL,10,No
14553,Ridhi Das,Female,62,Chapra,Karnataka,2023-07-15,2,Annual,Fiber,12,Yes
14554,Christopher Sur,Male,27,Hindupur,Tamil Nadu,2021-08-28,2,Monthly,5G,6,No
14555,Anusha Kapur,Female,59,Jalandhar,Maharashtra,2025-01-14,4,Monthly,5G,23,No
14556,Prisha Ahluwalia,Male,39,Latur,Tamil Nadu,2021-09-15,3,Monthly,DSL,58,No
14557,Advaith Oza,Male,56,Cuttack,Karnataka,2021-02-13,1,Monthly,DSL,25,Yes
14558,Qushi More,Male,39,Mau,Rajasthan,2024-04-06,2,Monthly,5G,21,No
14559,Jai Kant,Male,54,Sonipat,Karnataka,2024-04-29,2,Monthly,Fiber,19,No
14560,Utkarsh Singhal,Male,69,Aurangabad,Gujarat,2022-10-26,3,Two-Year,5G,53,No
14561,Suhani Dayal,Female,56,Kota,Rajasthan,2025-05-05,1,Annual,Fiber,34,No
14562,Noah Chakraborty,Male,37,Eluru,Maharashtra,2024-07-23,4,Two-Year,DSL,40,No
14563,Ekbal Sathe,Female,27,Delhi,Gujarat,2023-10-04,2,Two-Year,DSL,20,Yes
14564,Pallavi Warrior,Male,27,Katni,Rajasthan,2024-10-24,3,Two-Year,5G,41,No
14565,Zinal Toor,Male,43,Gandhinagar,Madhya Pradesh,2024-08-22,4,Monthly,Fiber,3,No
14566,Anya Pradhan,Female,42,Jabalpur,Rajasthan,2023-01-24,3,Two-Year,Fiber,7,No
14567,Chatresh Grover,Male,45,Gurgaon,Madhya Pradesh,2021-04-15,1,Annual,DSL,3,No
14568,Vinaya Patil,Male,30,Coimbatore,Madhya Pradesh,2023-08-12,3,Monthly,DSL,43,Yes
14569,Tanish Doshi,Male,32,Chittoor,Rajasthan,2023-07-16,4,Annual,Fiber,44,Yes
14570,Vasana Iyengar,Male,23,Begusarai,Rajasthan,2024-12-15,1,Monthly,DSL,45,No
14571,Yoshita Puri,Female,69,Nellore,Delhi,2024-10-04,2,Monthly,Fiber,4,No
14572,Kiaan Batta,Male,29,Nagpur,Rajasthan,2023-08-12,4,Monthly,5G,34,No
14573,Abhimanyu Hayre,Male,36,Secunderabad,Madhya Pradesh,2024-09-04,3,Monthly,DSL,6,No
14574,Aarav Bhardwaj,Female,49,Dharmavaram,Tamil Nadu,2024-12-14,2,Two-Year,Fiber,21,No
14575,Sanya Deshmukh,Female,28,Pune,Gujarat,2022-11-26,1,Monthly,DSL,44,No
14576,Aarna Madan,Male,55,Morena,Madhya Pradesh,2021-02-26,4,Annual,Fiber,42,No
14577,Ikbal Bora,Male,50,Lucknow,Maharashtra,2021-08-28,1,Monthly,DSL,58,No
14578,Manan Ghose,Female,19,Amaravati,Rajasthan,2023-09-08,1,Monthly,DSL,52,No
14579,Kabir Koshy,Male,32,Hospet,Madhya Pradesh,2022-03-03,3,Monthly,DSL,4,No
14580,Amruta Nayak,Female,53,Nagaon,Tamil Nadu,2022-09-09,3,Two-Year,Fiber,49,No
14581,Ekbal Nigam,Male,22,Tirupati,Rajasthan,2022-07-31,3,Two-Year,5G,12,No
14582,Arunima Yogi,Female,32,Bhagalpur,Tamil Nadu,2023-09-29,2,Monthly,DSL,51,No
14583,Yashawini Vohra,Female,60,Ujjain,Tamil Nadu,2021-05-20,2,Two-Year,DSL,21,No
14584,Reva Buch,Female,27,Muzaffarnagar,Tamil Nadu,2021-03-03,3,Annual,Fiber,47,No
14585,Rudra Roy,Male,34,Ambala,Tamil Nadu,2021-06-01,2,Monthly,5G,34,No
14586,Udyati Lanka,Male,51,Etawah,Maharashtra,2021-05-10,4,Monthly,DSL,7,No
14587,Indali Mallick,Male,69,Navi Mumbai,Delhi,2022-03-07,1,Two-Year,Fiber,51,Yes
14588,Timothy Chhabra,Male,41,Sangli-Miraj & Kupwad,Karnataka,2025-01-03,3,Annual,None,59,No
14589,Rudra Ghose,Female,27,Bhiwandi,Delhi,2024-05-20,1,Annual,Fiber,40,No
14590,Bachittar Anand,Female,69,Jhansi,Karnataka,2022-02-04,1,Monthly,,50,No
14591,Fiyaz Kohli,Female,47,Salem,Gujarat,2022-11-05,1,Monthly,,46,No
14592,Utkarsh Swamy,Male,20,Saharanpur,Rajasthan,2022-06-25,4,Monthly,Fiber,40,Yes
14593,Vinaya Gole,Male,68,Pimpri-Chinchwad,Tamil Nadu,2021-07-01,4,Annual,DSL,21,No
14594,Yatan Kale,Male,54,Hospet,Gujarat,2023-12-11,2,Annual,DSL,25,No
14595,Vritti Narang,Female,20,Kurnool,Gujarat,2022-06-10,1,Annual,,57,No
14596,Vyanjana Grewal,Male,57,Jabalpur,Rajasthan,2021-12-16,2,Annual,5G,6,No
14597,Pranav Sachdeva,Male,22,Nandyal,Karnataka,2023-12-18,1,Monthly,5G,27,Yes
14598,Nathaniel Jain,Female,45,Bhilwara,Maharashtra,2022-02-23,3,Monthly,,35,No
14599,Chakradev Khalsa,Female,61,Ambarnath,Tamil Nadu,2024-03-06,1,Two-Year,DSL,44,No
14600,Omaja Barman,Male,31,Unnao,Madhya Pradesh,2022-10-02,1,Monthly,5G,1,No
14601,Liam Bajaj,Female,56,Chandigarh,Rajasthan,2021-02-06,4,Annual,Fiber,17,Yes
